epoch,lr,train_loss,train_acc,val_top1,val_bal_acc,val_macro_f1,val_minority_acc,epoch_seconds,train_seconds,ema_val_top1,ema_val_bal_acc
1,0.001,1.1431492241288457,0.8882817876582344,0.9583194398132711,0.8082063934274152,0.812233179155019,0.6885245901639344,62.391788482666016,58.27958846092224,,
2,0.0009932488451843476,0.9072859389016592,0.9482388271360347,0.964488162720907,0.8781089185306552,0.8696794060865816,0.7868852459016393,51.22065544128418,48.345075368881226,,
3,0.0009731795346418141,0.8570908592410118,0.9637755208441952,0.9793264421473825,0.8999018897721602,0.9004530739811918,0.7868852459016393,54.05932331085205,51.181644439697266,,
4,0.000940339506847212,0.8400815212724853,0.968530374757565,0.9811603867955986,0.8974962389491782,0.89604298553611,0.8032786885245902,53.735451221466064,50.85747957229614,,
5,0.0008956245521512149,0.8318303784427423,0.9700110529498863,0.9836612204068023,0.9489322246776903,0.9483620176915736,0.9180327868852459,53.313748359680176,50.443201541900635,,
6,0.000840254377954742,0.8253493894874578,0.9724093345289984,0.9816605535178393,0.9345753138279272,0.9304957769586533,0.9016393442622951,53.5233097076416,50.65642738342285,,
7,0.0007757393382706015,0.8181340598577265,0.9751621446893703,0.9816605535178393,0.9634710511445543,0.9587242403448634,0.9344262295081968,53.999327421188354,51.123443841934204,,
8,0.00070383923520322,0.813726699212299,0.9762048758107235,0.9848282760920307,0.9539572625412157,0.9537964626108776,0.9016393442622951,53.46052646636963,50.62777853012085,,
9,0.0006265153161346956,0.8086913680225286,0.9782277741861484,0.9831610536845615,0.9659261139395527,0.9641327588983419,0.9344262295081968,53.91536831855774,50.96476149559021,,
10,0.0005458767760088046,0.8056725609357462,0.9788117036141061,0.9864954984994998,0.9588314035535774,0.9532771637961968,0.9344262295081968,53.82053518295288,51.01150298118591,,
11,0.00046412322399119553,0.8017002176483695,0.9795624700214802,0.9859953317772591,0.9553280749668395,0.9548427496654911,0.9180327868852459,54.00742483139038,51.08541178703308,,
12,0.00038348468386530446,0.7988989495929768,0.9806886196325415,0.9869956652217405,0.9656583733489723,0.9661491781684469,0.9344262295081968,53.675609827041626,50.773953437805176,,
13,0.00030616076479678025,0.7935768314796215,0.9829826280995183,0.9866622207402468,0.9598441584032595,0.9610911547196395,0.9180327868852459,53.55173945426941,50.751429319381714,,
14,0.0002342606617293988,0.7901078674139955,0.983587412149903,0.9886628876292097,0.9674997422360738,0.9651868322384607,0.9344262295081968,53.87387132644653,50.99646067619324,,
15,0.00016974562204525827,0.7871425077951538,0.9846927071385373,0.9891630543514505,0.9661738447197069,0.9673026878276589,0.9344262295081968,52.80156326293945,49.89350509643555,,
16,0.00011437544784878523,0.7835424581570152,0.985276636566495,0.9898299433144382,0.9756264789773748,0.9703943942184903,0.9508196721311475,37.08235144615173,34.82257556915283,,
17,6.966049315278797e-05,0.7800800285857252,0.9866738962691081,0.9903301100366789,0.9749596411380274,0.9691970412218455,0.9508196721311475,43.390530586242676,40.91020894050598,,
18,3.6820465358185854e-05,0.7809112524777935,0.9863819315551292,0.9899966655551851,0.9751115002384064,0.968874816242184,0.9508196721311475,48.71477031707764,45.79118514060974,,
19,1.6751154815652454e-05,0.7789068793691621,0.9870284248503681,0.9906635545181727,0.9754098182140156,0.9694286869648936,0.9508196721311475,54.53111028671265,51.619028091430664,,
20,1e-05,0.7779254608886592,0.9868615878709516,0.9904968322774258,0.9755891126038364,0.969378725942703,0.9508196721311475,57.71063017845154,51.87479209899902,0.9904968322774258,0.9753722242290532
