model,transform,true_char,maps_to_char,maps_to_self,rate,mean_conf
thaichar72_resnet18_64_v1labels,mirror_v,พ,ม,False,1.0,0.8076510429382324
thaichar72_resnet18_64_v1labels,mirror_v,ฟ,ม,False,0.375,0.42196542024612427
thaichar72_resnet18_64_v1labels,mirror_v,ภ,บ,False,1.0,0.8446640968322754
thaichar72_resnet18_64_v1labels,mirror_v,ม,ท,False,0.75,0.5154420137405396
thaichar72_resnet18_64_v1labels,mirror_v,ย,ถ,False,0.75,0.8627938628196716
thaichar72_resnet18_64_v1labels,mirror_v,ร,า,False,0.75,0.3724435567855835
thaichar72_resnet18_64_v1labels,mirror_v,ฤ,ป,False,1.0,0.6018526554107666
thaichar72_resnet18_64_v1labels,mirror_v,ล,ย,False,1.0,0.8849891424179077
thaichar72_resnet18_64_v1labels,mirror_v,ว,ง,False,1.0,0.73357754945755
thaichar72_resnet18_64_v1labels,mirror_v,ศ,ย,False,0.375,0.5140928626060486
thaichar72_resnet18_64_v1labels,mirror_v,ษ,ภ,False,0.5,0.5026923418045044
thaichar72_resnet18_64_v1labels,mirror_v,ส,ย,False,0.875,0.6369863152503967
thaichar72_resnet18_64_v1labels,mirror_v,ห,ม,False,1.0,0.8808074593544006
thaichar72_resnet18_64_v1labels,mirror_v,ฬ,น,False,1.0,0.5921306014060974
thaichar72_resnet18_64_v1labels,mirror_v,อ,อ,True,1.0,0.8970810174942017
thaichar72_resnet18_64_v1labels,mirror_v,ฮ,า,False,1.0,0.24392974376678467
thaichar72_resnet18_64_v1labels,mirror_v,ฯ,ล,False,0.75,0.510742723941803
thaichar72_resnet18_64_v1labels,mirror_v,ั,า,False,0.625,0.7280969619750977
thaichar72_resnet18_64_v1labels,mirror_v,า,า,True,0.5,0.6991665363311768
thaichar72_resnet18_64_v1labels,mirror_v,ิ,ั,False,1.0,0.8666569590568542
thaichar72_resnet18_64_v1labels,mirror_v,ี,็,False,0.5,0.33869606256484985
thaichar72_resnet18_64_v1labels,mirror_v,ึ,็,False,0.6666666666666666,0.7058889269828796
thaichar72_resnet18_64_v1labels,mirror_v,ื,า,False,0.625,0.41144290566444397
thaichar72_resnet18_64_v1labels,mirror_v,ุ,์,False,0.5,0.6160120964050293
thaichar72_resnet18_64_v1labels,mirror_v,ู,ภ,False,0.5,0.6255364418029785
thaichar72_resnet18_64_v1labels,mirror_v,เ,ร,False,0.375,0.373853474855423
thaichar72_resnet18_64_v1labels,mirror_v,แ,ห,False,0.5,0.4312347173690796
thaichar72_resnet18_64_v1labels,mirror_v,โ,ใ,False,0.75,0.5459648370742798
thaichar72_resnet18_64_v1labels,mirror_v,ใ,ใ,True,0.75,0.5736793875694275
thaichar72_resnet18_64_v1labels,mirror_v,ไ,ย,False,0.625,0.5342734456062317
thaichar72_resnet18_64_v1labels,mirror_v,ๅ,่,False,0.75,0.8761568069458008
thaichar72_resnet18_64_v1labels,mirror_v,ๆ,ป,False,0.5,0.5435221195220947
thaichar72_resnet18_64_v1labels,mirror_v,็,า,False,0.625,0.49627548456192017
thaichar72_resnet18_64_v1labels,mirror_v,่,่,True,1.0,0.9182400107383728
thaichar72_resnet18_64_v1labels,mirror_v,้,า,False,0.625,0.6218602657318115
thaichar72_resnet18_64_v1labels,mirror_v,๊,า,False,0.625,0.5301699638366699
thaichar72_resnet18_64_v1labels,mirror_v,์,ุ,False,0.5,0.6173259019851685
thaichar72_resnet18_64_v1labels,mirror_v,๐,๐,True,1.0,0.9241061210632324
thaichar72_resnet18_64_v1labels,mirror_v,๑,อ,False,0.375,0.274847149848938
thaichar72_resnet18_64_v1labels,mirror_v,๒,ค,False,0.375,0.3540400266647339
thaichar72_resnet18_64_v1labels,mirror_v,๓,ั,False,1.0,0.4659355580806732
thaichar72_resnet18_64_v1labels,mirror_v,๔,ร,False,0.6666666666666666,0.3660164773464203
thaichar72_resnet18_64_v1labels,mirror_v,๕,ร,False,0.6666666666666666,0.5792041420936584
thaichar72_resnet18_64_v1labels,mirror_v,๖,ภ,False,0.5,0.2635405659675598
thaichar72_resnet18_64_v1labels,mirror_v,๗,า,False,1.0,0.34032875299453735
thaichar72_resnet18_64_v1labels,mirror_v,๘,า,False,1.0,0.6080547571182251
thaichar72_resnet18_64_v1labels,mirror_v,๙,า,False,1.0,0.5015618801116943
thaichar72_mnv3small_64_small,mirror_v,ก,บ,False,0.375,0.7580529451370239
thaichar72_mnv3small_64_small,mirror_v,ข,ฏ,False,0.75,0.47637465596199036
thaichar72_mnv3small_64_small,mirror_v,ค,ย,False,0.5,0.44621044397354126
thaichar72_mnv3small_64_small,mirror_v,ง,ว,False,1.0,0.7089205980300903
thaichar72_mnv3small_64_small,mirror_v,จ,ฏ,False,0.875,0.7817211747169495
thaichar72_mnv3small_64_small,mirror_v,ฉ,อ,False,0.5,0.260601669549942
thaichar72_mnv3small_64_small,mirror_v,ช,ฏ,False,0.75,0.42160433530807495
thaichar72_mnv3small_64_small,mirror_v,ซ,ม,False,0.5,0.5770738124847412
thaichar72_mnv3small_64_small,mirror_v,ญ,ย,False,0.625,0.370476096868515
thaichar72_mnv3small_64_small,mirror_v,ฏ,ป,False,1.0,0.6957168579101562
thaichar72_mnv3small_64_small,mirror_v,ฐ,ฏ,False,0.875,0.8484408855438232
thaichar72_mnv3small_64_small,mirror_v,ฒ,ย,False,0.5,0.37165629863739014
thaichar72_mnv3small_64_small,mirror_v,ณ,ย,False,0.625,0.513691782951355
thaichar72_mnv3small_64_small,mirror_v,ด,ย,False,0.5,0.5371081829071045
thaichar72_mnv3small_64_small,mirror_v,ต,ย,False,0.625,0.47421061992645264
thaichar72_mnv3small_64_small,mirror_v,ถ,ย,False,1.0,0.8999173641204834
thaichar72_mnv3small_64_small,mirror_v,ท,ม,False,1.0,0.9047053456306458
thaichar72_mnv3small_64_small,mirror_v,ธ,ฏ,False,0.625,0.38024014234542847
thaichar72_mnv3small_64_small,mirror_v,น,ท,False,0.375,0.26588892936706543
thaichar72_mnv3small_64_small,mirror_v,บ,ภ,False,1.0,0.8843370676040649
thaichar72_mnv3small_64_small,mirror_v,ป,ฤ,False,0.875,0.5990781784057617
thaichar72_mnv3small_64_small,mirror_v,ผ,ท,False,0.5,0.3994410037994385
thaichar72_mnv3small_64_small,mirror_v,ฝ,ฯ,False,0.875,0.787203311920166
thaichar72_mnv3small_64_small,mirror_v,พ,ม,False,1.0,0.7615457773208618
thaichar72_mnv3small_64_small,mirror_v,ฟ,ม,False,0.375,0.3090003430843353
thaichar72_mnv3small_64_small,mirror_v,ภ,บ,False,1.0,0.8837047815322876
thaichar72_mnv3small_64_small,mirror_v,ม,ท,False,1.0,0.7193492650985718
thaichar72_mnv3small_64_small,mirror_v,ย,ถ,False,1.0,0.9030733108520508
thaichar72_mnv3small_64_small,mirror_v,ร,ง,False,0.625,0.7291086912155151
thaichar72_mnv3small_64_small,mirror_v,ฤ,ป,False,1.0,0.4958883225917816
thaichar72_mnv3small_64_small,mirror_v,ล,ย,False,1.0,0.8858693838119507
thaichar72_mnv3small_64_small,mirror_v,ว,ง,False,1.0,0.8898875117301941
thaichar72_mnv3small_64_small,mirror_v,ศ,ย,False,0.625,0.4973246455192566
thaichar72_mnv3small_64_small,mirror_v,ษ,ภ,False,1.0,0.644436240196228
thaichar72_mnv3small_64_small,mirror_v,ส,ย,False,0.875,0.7983235120773315
thaichar72_mnv3small_64_small,mirror_v,ห,ม,False,1.0,0.9006304740905762
thaichar72_mnv3small_64_small,mirror_v,ฬ,ม,False,1.0,0.693966269493103
thaichar72_mnv3small_64_small,mirror_v,อ,อ,True,1.0,0.855994701385498
thaichar72_mnv3small_64_small,mirror_v,ฮ,ฏ,False,1.0,0.7226368188858032
thaichar72_mnv3small_64_small,mirror_v,ฯ,ป,False,0.5,0.7128034234046936
thaichar72_mnv3small_64_small,mirror_v,ั,ก,False,0.75,0.4858834743499756
thaichar72_mnv3small_64_small,mirror_v,า,่,False,0.5,0.544054388999939
thaichar72_mnv3small_64_small,mirror_v,ิ,ั,False,1.0,0.7809774279594421
thaichar72_mnv3small_64_small,mirror_v,ี,ฯ,False,0.375,0.3366990089416504
thaichar72_mnv3small_64_small,mirror_v,ึ,็,False,0.6666666666666666,0.4773561954498291
thaichar72_mnv3small_64_small,mirror_v,ื,ฯ,False,0.625,0.3500295877456665
thaichar72_mnv3small_64_small,mirror_v,ุ,์,False,0.875,0.6792588233947754
thaichar72_mnv3small_64_small,mirror_v,ู,ภ,False,0.75,0.7390888333320618
thaichar72_mnv3small_64_small,mirror_v,เ,ก,False,0.5,0.5307315587997437
thaichar72_mnv3small_64_small,mirror_v,แ,ค,False,0.5,0.5306193232536316
thaichar72_mnv3small_64_small,mirror_v,โ,เ,False,0.5,0.6599107384681702
thaichar72_mnv3small_64_small,mirror_v,ใ,ใ,True,0.875,0.2244352102279663
thaichar72_mnv3small_64_small,mirror_v,ไ,ข,False,0.25,0.3467891216278076
thaichar72_mnv3small_64_small,mirror_v,ๅ,่,False,0.875,0.8361791372299194
thaichar72_mnv3small_64_small,mirror_v,ๆ,ป,False,0.625,0.5092159509658813
thaichar72_mnv3small_64_small,mirror_v,็,ึ,False,0.25,0.41557639837265015
thaichar72_mnv3small_64_small,mirror_v,่,่,True,1.0,0.9016909599304199
thaichar72_mnv3small_64_small,mirror_v,้,ก,False,0.375,0.40382981300354004
thaichar72_mnv3small_64_small,mirror_v,๊,ั,False,1.0,0.5856740474700928
thaichar72_mnv3small_64_small,mirror_v,์,ุ,False,0.875,0.6055519580841064
thaichar72_mnv3small_64_small,mirror_v,๐,๐,True,1.0,0.9131510853767395
thaichar72_mnv3small_64_small,mirror_v,๑,๑,True,0.875,0.6335710287094116
thaichar72_mnv3small_64_small,mirror_v,๒,ฒ,False,0.625,0.46062329411506653
thaichar72_mnv3small_64_small,mirror_v,๓,ณ,False,0.4,0.20267605781555176
thaichar72_mnv3small_64_small,mirror_v,๔,ฐ,False,1.0,0.47140154242515564
thaichar72_mnv3small_64_small,mirror_v,๕,ซ,False,0.3333333333333333,0.27689701318740845
thaichar72_mnv3small_64_small,mirror_v,๖,อ,False,1.0,0.5269952416419983
thaichar72_mnv3small_64_small,mirror_v,๗,ุ,False,1.0,0.132712259888649
thaichar72_mnv3small_64_small,mirror_v,๘,ึ,False,0.4,0.42725062370300293
thaichar72_mnv3small_64_small,mirror_v,๙,อ,False,0.6666666666666666,0.47895491123199463
thaichar72_r18_64_gen,rot90_cw,ก,ว,False,0.625,0.3204488158226013
thaichar72_r18_64_gen,rot90_cw,ข,ึ,False,0.625,0.43929409980773926
thaichar72_r18_64_gen,rot90_cw,ค,ึ,False,0.5,0.38162678480148315
thaichar72_r18_64_gen,rot90_cw,ง,ั,False,0.625,0.30828016996383667
thaichar72_r18_64_gen,rot90_cw,จ,ึ,False,0.625,0.22859027981758118
thaichar72_r18_64_gen,rot90_cw,ฉ,ย,False,0.625,0.257516086101532
thaichar72_r18_64_gen,rot90_cw,ช,ึ,False,0.75,0.37996265292167664
thaichar72_r18_64_gen,rot90_cw,ซ,ย,False,0.5,0.24458779394626617
thaichar72_r18_64_gen,rot90_cw,ญ,ย,False,0.875,0.41977420449256897
thaichar72_r18_64_gen,rot90_cw,ฏ,ั,False,0.5,0.3371361792087555
thaichar72_r18_64_gen,rot90_cw,ฐ,ื,False,0.5,0.40597808361053467
thaichar72_r18_64_gen,rot90_cw,ฒ,อ,False,1.0,0.46666064858436584
thaichar72_r18_64_gen,rot90_cw,ณ,ย,False,0.625,0.21814200282096863
thaichar72_r18_64_gen,rot90_cw,ด,๑,False,0.5,0.33804774284362793
thaichar72_r18_64_gen,rot90_cw,ต,อ,False,0.5,0.2475186288356781
thaichar72_r18_64_gen,rot90_cw,ถ,ี,False,0.375,0.29736509919166565
thaichar72_r18_64_gen,rot90_cw,ท,ร,False,0.625,0.2272912561893463
thaichar72_r18_64_gen,rot90_cw,ธ,ึ,False,0.625,0.4388740062713623
thaichar72_r18_64_gen,rot90_cw,น,ร,False,0.5,0.2748950719833374
thaichar72_r18_64_gen,rot90_cw,บ,็,False,0.375,0.12839829921722412
thaichar72_r18_64_gen,rot90_cw,ป,ี,False,0.625,0.4871028959751129
thaichar72_r18_64_gen,rot90_cw,ผ,ร,False,0.5,0.2980128824710846
thaichar72_r18_64_gen,rot90_cw,ฝ,ก,False,0.375,0.39633023738861084
thaichar72_r18_64_gen,rot90_cw,พ,ร,False,0.375,0.26801732182502747
thaichar72_r18_64_gen,rot90_cw,ฟ,ี,False,0.625,0.5529800057411194
thaichar72_r18_64_gen,rot90_cw,ภ,บ,False,0.375,0.16403579711914062
thaichar72_r18_64_gen,rot90_cw,ม,ษ,False,0.25,0.31664878129959106
thaichar72_r18_64_gen,rot90_cw,ย,ั,False,0.375,0.3692284822463989
thaichar72_r18_64_gen,rot90_cw,ร,ั,False,1.0,0.7396898865699768
thaichar72_r18_64_gen,rot90_cw,ฤ,ี,False,0.3333333333333333,0.29804134368896484
thaichar72_r18_64_gen,rot90_cw,ล,ั,False,0.25,0.22263197600841522
thaichar72_r18_64_gen,rot90_cw,ว,ั,False,0.875,0.6450875997543335
thaichar72_r18_64_gen,rot90_cw,ศ,ึ,False,0.625,0.3290797472000122
thaichar72_r18_64_gen,rot90_cw,ษ,๔,False,0.625,0.365028977394104
thaichar72_r18_64_gen,rot90_cw,ส,อ,False,0.375,0.2696649730205536
thaichar72_r18_64_gen,rot90_cw,ห,ึ,False,0.75,0.2824856638908386
thaichar72_r18_64_gen,rot90_cw,ฬ,ื,False,1.0,0.25882822275161743
thaichar72_r18_64_gen,rot90_cw,อ,๐,False,0.875,0.57774817943573
thaichar72_r18_64_gen,rot90_cw,ฮ,ื,False,0.5,0.44401806592941284
thaichar72_r18_64_gen,rot90_cw,ฯ,ร,False,0.5,0.16923290491104126
thaichar72_r18_64_gen,rot90_cw,ั,อ,False,0.5,0.3362833261489868
thaichar72_r18_64_gen,rot90_cw,า,ิ,False,0.375,0.6080669164657593
thaichar72_r18_64_gen,rot90_cw,ิ,า,False,0.625,0.3728274703025818
thaichar72_r18_64_gen,rot90_cw,ี,อ,False,0.375,0.6204361319541931
thaichar72_r18_64_gen,rot90_cw,ึ,า,False,0.6666666666666666,0.31452423334121704
thaichar72_r18_64_gen,rot90_cw,ื,อ,False,0.5,0.48075005412101746
thaichar72_r18_64_gen,rot90_cw,ุ,ึ,False,0.625,0.7153782844543457
thaichar72_r18_64_gen,rot90_cw,ู,ร,False,0.25,0.18952158093452454
thaichar72_r18_64_gen,rot90_cw,เ,์,False,1.0,0.6451199650764465
thaichar72_r18_64_gen,rot90_cw,แ,็,False,0.5,0.4168829917907715
thaichar72_r18_64_gen,rot90_cw,โ,ี,False,1.0,0.8196664452552795
thaichar72_r18_64_gen,rot90_cw,ใ,ี,False,0.5,0.4660150408744812
thaichar72_r18_64_gen,rot90_cw,ไ,ี,False,1.0,0.8610830307006836
thaichar72_r18_64_gen,rot90_cw,ๅ,ิ,False,0.875,0.8586097955703735
thaichar72_r18_64_gen,rot90_cw,ๆ,ึ,False,0.875,0.30863773822784424
thaichar72_r18_64_gen,rot90_cw,็,ถ,False,0.75,0.6925886869430542
thaichar72_r18_64_gen,rot90_cw,่,ิ,False,0.8571428571428571,0.8016036748886108
thaichar72_r18_64_gen,rot90_cw,้,ง,False,0.625,0.350892573595047
thaichar72_r18_64_gen,rot90_cw,๊,อ,False,1.0,0.5756771564483643
thaichar72_r18_64_gen,rot90_cw,์,ั,False,0.375,0.5463606119155884
thaichar72_r18_64_gen,rot90_cw,๐,๐,True,1.0,0.8789358139038086
thaichar72_r18_64_gen,rot90_cw,๑,๑,True,1.0,0.7677690982818604
thaichar72_r18_64_gen,rot90_cw,๒,ร,False,0.25,0.27010577917099
thaichar72_r18_64_gen,rot90_cw,๓,อ,False,1.0,0.41578584909439087
thaichar72_r18_64_gen,rot90_cw,๔,อ,False,1.0,0.2377956360578537
thaichar72_r18_64_gen,rot90_cw,๕,ณ,False,0.6666666666666666,0.06844272464513779
thaichar72_r18_64_gen,rot90_cw,๖,์,False,1.0,0.5744145512580872
thaichar72_r18_64_gen,rot90_cw,๗,อ,False,1.0,0.6947711706161499
thaichar72_r18_64_gen,rot90_cw,๘,ณ,False,0.6,0.2778300940990448
thaichar72_r18_64_gen,rot90_cw,๙,๓,False,1.0,0.7603421211242676
thaichar72_r18_64_gen_v3labels,rot90_cw,ก,ว,False,0.625,0.4172970652580261
thaichar72_r18_64_gen_v3labels,rot90_cw,ข,ึ,False,0.75,0.5742344856262207
thaichar72_r18_64_gen_v3labels,rot90_cw,ค,ึ,False,0.5,0.4063560664653778
thaichar72_r18_64_gen_v3labels,rot90_cw,ง,ึ,False,0.375,0.1971280872821808
thaichar72_r18_64_gen_v3labels,rot90_cw,จ,ึ,False,0.875,0.45311489701271057
thaichar72_r18_64_gen_v3labels,rot90_cw,ฉ,อ,False,0.375,0.19141927361488342
thaichar72_r18_64_gen_v3labels,rot90_cw,ช,ึ,False,0.75,0.39986133575439453
thaichar72_r18_64_gen_v3labels,rot90_cw,ซ,ย,False,0.5,0.2761208117008209
thaichar72_r18_64_gen_v3labels,rot90_cw,ญ,ย,False,0.875,0.4031612277030945
thaichar72_r18_64_gen_v3labels,rot90_cw,ฏ,ั,False,1.0,0.21297003328800201
thaichar72_r18_64_gen_v3labels,rot90_cw,ฐ,ื,False,0.375,0.3222666382789612
thaichar72_r18_64_gen_v3labels,rot90_cw,ฒ,อ,False,1.0,0.39702746272087097
thaichar72_r18_64_gen_v3labels,rot90_cw,ณ,อ,False,0.375,0.206981360912323
thaichar72_r18_64_gen_v3labels,rot90_cw,ด,อ,False,0.25,0.2294611781835556
thaichar72_r18_64_gen_v3labels,rot90_cw,ต,อ,False,0.5,0.30485275387763977
thaichar72_r18_64_gen_v3labels,rot90_cw,ถ,ว,False,0.5,0.28571462631225586
thaichar72_r18_64_gen_v3labels,rot90_cw,ท,ร,False,0.75,0.29259899258613586
thaichar72_r18_64_gen_v3labels,rot90_cw,ธ,ี,False,0.375,0.39209622144699097
thaichar72_r18_64_gen_v3labels,rot90_cw,น,็,False,0.5,0.3580209016799927
thaichar72_r18_64_gen_v3labels,rot90_cw,บ,็,False,0.75,0.33600836992263794
thaichar72_r18_64_gen_v3labels,rot90_cw,ป,ี,False,0.75,0.5155609846115112
thaichar72_r18_64_gen_v3labels,rot90_cw,ผ,ร,False,0.375,0.26849907636642456
thaichar72_r18_64_gen_v3labels,rot90_cw,ฝ,ย,False,0.625,0.4515500068664551
thaichar72_r18_64_gen_v3labels,rot90_cw,พ,ร,False,0.375,0.3870185613632202
thaichar72_r18_64_gen_v3labels,rot90_cw,ฟ,ี,False,0.625,0.606342613697052
thaichar72_r18_64_gen_v3labels,rot90_cw,ภ,บ,False,0.375,0.18137216567993164
thaichar72_r18_64_gen_v3labels,rot90_cw,ม,บ,False,0.25,0.3098180890083313
thaichar72_r18_64_gen_v3labels,rot90_cw,ย,ื,False,0.375,0.3418397903442383
thaichar72_r18_64_gen_v3labels,rot90_cw,ร,ั,False,1.0,0.5880919098854065
thaichar72_r18_64_gen_v3labels,rot90_cw,ฤ,ี,False,0.6666666666666666,0.2467082142829895
thaichar72_r18_64_gen_v3labels,rot90_cw,ล,๑,False,0.625,0.22915087640285492
thaichar72_r18_64_gen_v3labels,rot90_cw,ว,ว,True,0.625,0.4722679853439331
thaichar72_r18_64_gen_v3labels,rot90_cw,ศ,อ,False,0.5,0.34082382917404175
thaichar72_r18_64_gen_v3labels,rot90_cw,ษ,๔,False,0.625,0.4709319472312927
thaichar72_r18_64_gen_v3labels,rot90_cw,ส,อ,False,0.75,0.3775012195110321
thaichar72_r18_64_gen_v3labels,rot90_cw,ห,ธ,False,0.25,0.26305466890335083
thaichar72_r18_64_gen_v3labels,rot90_cw,ฬ,ื,False,1.0,0.21723651885986328
thaichar72_r18_64_gen_v3labels,rot90_cw,อ,๐,False,0.625,0.4907785654067993
thaichar72_r18_64_gen_v3labels,rot90_cw,ฮ,ื,False,1.0,0.40443217754364014
thaichar72_r18_64_gen_v3labels,rot90_cw,ฯ,ร,False,0.5,0.22072239220142365
thaichar72_r18_64_gen_v3labels,rot90_cw,ั,อ,False,0.5,0.3584861755371094
thaichar72_r18_64_gen_v3labels,rot90_cw,า,ิ,False,0.375,0.6686124801635742
thaichar72_r18_64_gen_v3labels,rot90_cw,ิ,า,False,0.625,0.3705911934375763
thaichar72_r18_64_gen_v3labels,rot90_cw,ี,ก,False,0.25,0.5035359263420105
thaichar72_r18_64_gen_v3labels,rot90_cw,ึ,น,False,0.3333333333333333,0.3381645679473877
thaichar72_r18_64_gen_v3labels,rot90_cw,ื,อ,False,0.5,0.32705968618392944
thaichar72_r18_64_gen_v3labels,rot90_cw,ุ,ึ,False,0.625,0.6889939308166504
thaichar72_r18_64_gen_v3labels,rot90_cw,ู,ร,False,0.25,0.1939193606376648
thaichar72_r18_64_gen_v3labels,rot90_cw,เ,์,False,1.0,0.659690797328949
thaichar72_r18_64_gen_v3labels,rot90_cw,แ,็,False,0.5,0.5615702271461487
thaichar72_r18_64_gen_v3labels,rot90_cw,โ,ี,False,1.0,0.8505518436431885
thaichar72_r18_64_gen_v3labels,rot90_cw,ใ,ี,False,1.0,0.7446084022521973
thaichar72_r18_64_gen_v3labels,rot90_cw,ไ,ี,False,1.0,0.8328306674957275
thaichar72_r18_64_gen_v3labels,rot90_cw,ๅ,ิ,False,0.875,0.8039401769638062
thaichar72_r18_64_gen_v3labels,rot90_cw,ๆ,ึ,False,0.75,0.3792685866355896
thaichar72_r18_64_gen_v3labels,rot90_cw,็,ถ,False,0.75,0.7689738869667053
thaichar72_r18_64_gen_v3labels,rot90_cw,่,ิ,False,0.7142857142857143,0.8328596949577332
thaichar72_r18_64_gen_v3labels,rot90_cw,้,ง,False,0.375,0.2533046007156372
thaichar72_r18_64_gen_v3labels,rot90_cw,๊,อ,False,1.0,0.5793287754058838
thaichar72_r18_64_gen_v3labels,rot90_cw,์,ู,False,0.5,0.5467181205749512
thaichar72_r18_64_gen_v3labels,rot90_cw,๐,๐,True,1.0,0.8689614534378052
thaichar72_r18_64_gen_v3labels,rot90_cw,๑,๑,True,1.0,0.7788844108581543
thaichar72_r18_64_gen_v3labels,rot90_cw,๒,ร,False,0.375,0.2656109929084778
thaichar72_r18_64_gen_v3labels,rot90_cw,๓,อ,False,1.0,0.6718459129333496
thaichar72_r18_64_gen_v3labels,rot90_cw,๔,ล,False,1.0,0.2154243141412735
thaichar72_r18_64_gen_v3labels,rot90_cw,๕,ล,False,0.6666666666666666,0.09936191886663437
thaichar72_r18_64_gen_v3labels,rot90_cw,๖,์,False,1.0,0.6012115478515625
thaichar72_r18_64_gen_v3labels,rot90_cw,๗,อ,False,1.0,0.7017432451248169
thaichar72_r18_64_gen_v3labels,rot90_cw,๘,ม,False,0.4,0.3887763023376465
thaichar72_r18_64_gen_v3labels,rot90_cw,๙,๓,False,1.0,0.8160440921783447
thaichar72_resnet18_64,rot90_cw,ก,ซ,False,0.25,0.1655658781528473
thaichar72_resnet18_64,rot90_cw,ข,ย,False,0.375,0.19048337638378143
thaichar72_resnet18_64,rot90_cw,ค,ว,False,0.25,0.3272779583930969
thaichar72_resnet18_64,rot90_cw,ง,ึ,False,0.5,0.17185693979263306
thaichar72_resnet18_64,rot90_cw,จ,ื,False,0.5,0.1327618956565857
thaichar72_resnet18_64,rot90_cw,ฉ,อ,False,0.875,0.18273398280143738
thaichar72_resnet18_64,rot90_cw,ช,ึ,False,0.5,0.2648564279079437
thaichar72_resnet18_64,rot90_cw,ซ,ย,False,0.75,0.2240394949913025
thaichar72_resnet18_64,rot90_cw,ญ,ย,False,0.375,0.14903980493545532
thaichar72_resnet18_64,rot90_cw,ฏ,ื,False,0.5,0.15300925076007843
thaichar72_resnet18_64,rot90_cw,ฐ,ื,False,0.75,0.42632991075515747
thaichar72_resnet18_64,rot90_cw,ฒ,ฐ,False,0.5,0.1874876320362091
thaichar72_resnet18_64,rot90_cw,ณ,ย,False,0.625,0.15022501349449158
thaichar72_resnet18_64,rot90_cw,ด,อ,False,0.75,0.3165897727012634
thaichar72_resnet18_64,rot90_cw,ต,อ,False,0.5,0.37767037749290466
thaichar72_resnet18_64,rot90_cw,ถ,๐,False,0.5,0.20952793955802917
thaichar72_resnet18_64,rot90_cw,ท,ร,False,0.375,0.143992617726326
thaichar72_resnet18_64,rot90_cw,ธ,ี,False,0.25,0.3578648567199707
thaichar72_resnet18_64,rot90_cw,น,็,False,0.5,0.2046901285648346
thaichar72_resnet18_64,rot90_cw,บ,็,False,0.625,0.21153047680854797
thaichar72_resnet18_64,rot90_cw,ป,ี,False,0.375,0.3216308355331421
thaichar72_resnet18_64,rot90_cw,ผ,ธ,False,0.625,0.3591080904006958
thaichar72_resnet18_64,rot90_cw,ฝ,ี,False,0.375,0.257502943277359
thaichar72_resnet18_64,rot90_cw,พ,ร,False,0.75,0.4103008508682251
thaichar72_resnet18_64,rot90_cw,ฟ,ื,False,0.625,0.5074056386947632
thaichar72_resnet18_64,rot90_cw,ภ,บ,False,0.625,0.15312780439853668
thaichar72_resnet18_64,rot90_cw,ม,ห,False,0.375,0.20960435271263123
thaichar72_resnet18_64,rot90_cw,ย,ื,False,0.5,0.42348000407218933
thaichar72_resnet18_64,rot90_cw,ร,ั,False,1.0,0.6714291572570801
thaichar72_resnet18_64,rot90_cw,ฤ,อ,False,0.3333333333333333,0.07175779342651367
thaichar72_resnet18_64,rot90_cw,ล,ซ,False,0.5,0.16658075153827667
thaichar72_resnet18_64,rot90_cw,ว,ั,False,0.75,0.45332837104797363
thaichar72_resnet18_64,rot90_cw,ศ,ิ,False,0.5,0.2544768750667572
thaichar72_resnet18_64,rot90_cw,ษ,ล,False,0.375,0.27069586515426636
thaichar72_resnet18_64,rot90_cw,ส,อ,False,0.75,0.27193859219551086
thaichar72_resnet18_64,rot90_cw,ห,ึ,False,0.375,0.35020047426223755
thaichar72_resnet18_64,rot90_cw,ฬ,ย,False,1.0,0.13002756237983704
thaichar72_resnet18_64,rot90_cw,อ,๐,False,0.375,0.22009003162384033
thaichar72_resnet18_64,rot90_cw,ฮ,ั,False,0.5,0.19619591534137726
thaichar72_resnet18_64,rot90_cw,ฯ,ร,False,0.25,0.12639270722866058
thaichar72_resnet18_64,rot90_cw,ั,อ,False,0.375,0.3244267404079437
thaichar72_resnet18_64,rot90_cw,า,ิ,False,0.375,0.5206952691078186
thaichar72_resnet18_64,rot90_cw,ิ,า,False,0.5,0.4149376153945923
thaichar72_resnet18_64,rot90_cw,ี,ล,False,0.25,0.3584260642528534
thaichar72_resnet18_64,rot90_cw,ึ,เ,False,0.6666666666666666,0.3917727768421173
thaichar72_resnet18_64,rot90_cw,ื,เ,False,0.5,0.36068710684776306
thaichar72_resnet18_64,rot90_cw,ุ,ึ,False,0.5,0.4635752737522125
thaichar72_resnet18_64,rot90_cw,ู,์,False,0.5,0.16510334610939026
thaichar72_resnet18_64,rot90_cw,เ,์,False,0.875,0.610278844833374
thaichar72_resnet18_64,rot90_cw,แ,ธ,False,0.75,0.31723523139953613
thaichar72_resnet18_64,rot90_cw,โ,ี,False,0.875,0.654227614402771
thaichar72_resnet18_64,rot90_cw,ใ,ึ,False,0.875,0.5205416679382324
thaichar72_resnet18_64,rot90_cw,ไ,ี,False,0.5,0.36234360933303833
thaichar72_resnet18_64,rot90_cw,ๅ,ิ,False,0.75,0.8233797550201416
thaichar72_resnet18_64,rot90_cw,ๆ,บ,False,0.375,0.23295149207115173
thaichar72_resnet18_64,rot90_cw,็,ถ,False,0.75,0.7362920045852661
thaichar72_resnet18_64,rot90_cw,่,ิ,False,0.7142857142857143,0.842289924621582
