epoch,lr,train_loss,train_acc,val_top1,val_bal_acc,val_macro_f1,val_minority_acc,epoch_seconds,train_seconds,ema_val_top1,ema_val_bal_acc
1,0.001,2.2835448435688144,0.558411069328735,0.9459279038718291,0.9207651616440652,0.892921655590423,0.8717948717948718,33.681493520736694,30.716708660125732,,
2,0.000905463412215599,1.009606407247079,0.9122639353458126,0.9578604806408545,0.9576723719972912,0.9413576074899084,0.9658119658119658,31.99103283882141,28.95590376853943,,
3,0.000657963412215599,0.9567379302789101,0.9264745600731307,0.9520193591455274,0.9682896947020463,0.9504511383760377,0.9658119658119658,33.21170663833618,30.226017951965332,,
4,0.0003520365877844011,0.9279807343993263,0.9366754617414248,0.9647029372496663,0.9718726287001976,0.948214064127796,0.9914529914529915,32.13188982009888,29.146392107009888,,
5,0.00010453658778440106,0.9098858790516227,0.9421394885006129,0.9669559412550067,0.98158614858874,0.9578433948220018,0.9914529914529915,33.522510290145874,30.547459602355957,,
6,1e-05,0.8959810299710189,0.9466270542039765,0.9687082777036048,0.9775082841831442,0.9568596476502711,0.9743589743589743,35.825753927230835,28.974600315093994,0.9681241655540721,0.9782384449514028
