corruption,severity,top1,balanced_acc,macro_f1,n
clean,0.0,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
rotate,5.0,0.9772367214208288,0.9826942593295968,0.9819364303984904,11993
rotate,10.0,0.9698157258400734,0.9704798231624749,0.96892285204483,11993
rotate,15.0,0.9571416659718169,0.9454770987019592,0.9433005676126013,11993
rotate,20.0,0.9361294088218127,0.8994888530910581,0.8910983784074631,11993
thicker,1.0,0.980238472442258,0.9783991012430674,0.9787693233544671,11993
thicker,2.0,0.9513049278745935,0.9151150658298377,0.9092079061014211,11993
thicker,3.0,0.8536646377053281,0.7594473206805585,0.7677018535767773,11993
thinner,1.0,0.9708163095138831,0.961345214310258,0.9687878414666696,11993
thinner,2.0,0.21395814224964563,0.10740328616352812,0.13862725521201394,11993
thinner,3.0,0.0724589343783874,0.01945422888670002,0.011549880411818262,11993
salt_pepper,0.01,0.9896606353706329,0.9927731364113368,0.990884933533458,11993
salt_pepper,0.05,0.9846577170015842,0.989018664935922,0.9875452450891871,11993
salt_pepper,0.1,0.9772367214208288,0.9737525100295165,0.9753831635010757,11993
salt_pepper,0.2,0.9592262152922538,0.9350305637845219,0.9405103091745236,11993
downscale,0.8,0.9869090302676561,0.9879150208665909,0.9873079949177813,11993
downscale,0.6,0.9815725840073376,0.9818882165974618,0.9800509143375373,11993
downscale,0.4,0.9321270741265738,0.9000474174091986,0.8986962050904547,11993
occlusion,0.1,0.9894938714249979,0.9930193255433925,0.9908350232085027,11993
occlusion,0.25,0.9629784040690402,0.9734932003534051,0.9709580092803937,11993
occlusion,0.4,0.8333194363378638,0.7880488710459873,0.7849650867316375,11993
blur,0.5,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
blur,1.0,0.98215625781706,0.9831133049697223,0.9828652331973079,11993
blur,1.5,0.9509713999833236,0.9240463229483065,0.9224126077473513,11993
contrast,60.0,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
contrast,120.0,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
contrast,180.0,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
translate,0.05,0.9883265238055532,0.9927956445028725,0.9901175641071412,11993
translate,0.1,0.9868256482948387,0.9920149351921675,0.989640306052981,11993
translate,0.2,0.9700658717585258,0.9316213635957566,0.9342300574174666,11993
background_noise,20.0,0.9902443091803552,0.9934495998543905,0.991182137732526,11993
background_noise,40.0,0.9901609272075377,0.9933585315024523,0.9911388784203042,11993
background_noise,60.0,0.9892437255065455,0.9928565144129631,0.9906079361592415,11993
