corruption,severity,top1,balanced_acc,macro_f1,n
clean,0.0,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
rotate,5.0,0.978320687067456,0.9795392972771221,0.9752143151223095,11993
rotate,10.0,0.9662303010089218,0.9700502456640214,0.9590247034331609,11993
rotate,15.0,0.9538063870591178,0.947673019391404,0.9161856368861598,11993
rotate,20.0,0.9222880013341116,0.8938128348237491,0.8159181474885445,11993
thicker,1.0,0.9823230217626949,0.9798028736117013,0.9768426292631696,11993
thicker,2.0,0.9487200867172517,0.9242900489538511,0.8868219974224647,11993
thicker,3.0,0.8465771700158425,0.7801286152627177,0.728837436113371,11993
thinner,1.0,0.9681480863837238,0.9613897549858095,0.9536023254568905,11993
thinner,2.0,0.2428916868173101,0.1347145873479967,0.14826734826159102,11993
thinner,3.0,0.07871258233969816,0.021463264712057215,0.014893525443913713,11993
salt_pepper,0.01,0.9896606353706329,0.9927003791671473,0.9906576720479947,11993
salt_pepper,0.05,0.9838238972734095,0.9806021904771293,0.9779616548369904,11993
salt_pepper,0.1,0.9747352622363045,0.9772013193574012,0.9727677470028423,11993
salt_pepper,0.2,0.9399649795714167,0.9116023940788478,0.8511432265737058,11993
downscale,0.8,0.9859918285666639,0.9802352775906579,0.9813853469282855,11993
downscale,0.6,0.9809889101976152,0.9761377040578257,0.9646849823856112,11993
downscale,0.4,0.9191194863670474,0.8870807817638601,0.8124810954683268,11993
occlusion,0.1,0.9898273993162678,0.993561438473734,0.9912414891483226,11993
occlusion,0.25,0.965896773117652,0.973498441184494,0.9657919900262429,11993
occlusion,0.4,0.8193112649045277,0.7927761160222315,0.7405620852792552,11993
blur,0.5,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
blur,1.0,0.9809889101976152,0.9800187726760651,0.9809649634132799,11993
blur,1.5,0.9453848078045527,0.9139961512353612,0.8958764480110628,11993
contrast,60.0,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
contrast,120.0,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
contrast,180.0,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
translate,0.05,0.9870757942132911,0.9910217164040293,0.9876581688779256,11993
translate,0.1,0.985658300675394,0.9907584999932173,0.9856074244556419,11993
translate,0.2,0.9687317601934462,0.9409017532937352,0.9292835425432198,11993
background_noise,20.0,0.9904944550988076,0.99391021910135,0.9914202080471626,11993
background_noise,40.0,0.9903276911531727,0.9938225836246986,0.9913333493679151,11993
background_noise,60.0,0.9885766697240057,0.9908915736447425,0.9883707113940244,11993
