epoch,lr,train_loss,train_acc,val_top1,val_bal_acc,val_macro_f1,val_minority_acc,epoch_seconds,train_seconds,ema_val_top1,ema_val_bal_acc
1,0.001,2.276701217670405,0.4626117695986692,0.9501953936975139,0.7685106913851539,0.7676980437699074,0.5166666666666667,33.908968687057495,30.90372610092163,,
2,0.000905463412215599,1.2319715692139783,0.694343938448742,0.9619190155483496,0.8658902077939178,0.8633304415009535,0.7583333333333333,34.10006618499756,30.722256422042847,,
3,0.000657963412215599,1.156557221002652,0.6956539821168642,0.9706493722457803,0.9165110842161377,0.913052390928444,0.8666666666666667,32.80094289779663,29.795690774917603,,
4,0.0003520365877844011,1.1867099555596217,0.6973799126637554,0.9715639810426541,0.944091623735762,0.9424008718653591,0.9083333333333333,33.72631359100342,30.76040554046631,,
5,0.00010453658778440106,1.0799000515241737,0.7237887294655854,0.9752224162301488,0.9483913114810879,0.9430119049508883,0.9166666666666666,32.86360502243042,29.709415197372437,,
6,1e-05,1.1221529920474484,0.7059055936785195,0.9761370250270225,0.9492368481651813,0.9493165082137178,0.9083333333333333,36.20241379737854,30.274237394332886,0.9765527562983287,0.9482170868435945
