epoch,lr,train_loss,train_acc,val_top1,val_bal_acc,val_macro_f1,val_minority_acc,epoch_seconds,train_seconds,ema_val_top1,ema_val_bal_acc
1,0.001,0.9180179564961278,0.9502391349552921,0.9765663952135616,0.9746545046354923,0.9710742338617814,0.9508196721311475,8.865057945251465,8.327491760253906,,
2,0.0009932488451843476,0.8384758974713084,0.9700145560407569,0.9803888981219877,0.9765661413253962,0.9756671181540885,0.9672131147540983,8.11011528968811,7.622187614440918,,
3,0.0009731795346418141,0.8223885204296743,0.9744021626117696,0.9800565065647333,0.9717178692675511,0.9702250998202441,0.9508196721311475,8.062189817428589,7.606320381164551,,
4,0.000940339506847212,0.8162821487122153,0.9761280931586609,0.9817184643510055,0.9733241619700305,0.9672935871137778,0.9672131147540983,8.129074573516846,7.6760594844818115,,
5,0.0008956245521512149,0.8130121871844526,0.9770846329798295,0.9820508559082599,0.9771154777567462,0.9750220165228023,0.9672131147540983,8.186065196990967,7.701126575469971,,
6,0.000840254377954742,0.809407069881881,0.9777708463297983,0.9830480305800232,0.9730064821109083,0.973447378075642,0.9508196721311475,8.088999032974243,7.6311259269714355,,
7,0.0007757393382706015,0.8039278017505337,0.9798086920357663,0.982881834801396,0.9787945928740882,0.9775687393652888,0.9672131147540983,8.12323260307312,7.662078619003296,,
8,0.00070383923520322,0.8005152201350103,0.9802869619463506,0.9835466179159049,0.9804569004371254,0.9762713892314389,0.9672131147540983,8.140133380889893,7.6576478481292725,,
9,0.0006265153161346956,0.7973607364229364,0.9814514452069037,0.9840452052517866,0.9714550841434649,0.9717766738220789,0.9344262295081968,8.267593622207642,7.797677755355835,,
10,0.0005458767760088046,0.7946551792040067,0.9820752755250571,0.9825494432441416,0.9775639454039561,0.9758852973836014,0.9508196721311475,8.437319993972778,7.970123529434204,,
11,0.00046412322399119553,0.790986702245842,0.9828446662507798,0.9838790094731594,0.9804340439861109,0.9783574593554785,0.9672131147540983,8.665889024734497,8.193036794662476,,
12,0.00038348468386530446,0.7869295191358295,0.9849241006446247,0.9845437925876682,0.9803888993514365,0.9784028829485713,0.9672131147540983,8.222806215286255,7.755753040313721,,
13,0.00030616076479678025,0.7835385429633583,0.9853815762112705,0.9840452052517866,0.9810869703329347,0.978656074168406,0.9672131147540983,8.161072969436646,7.704510688781738,,
14,0.0002342606617293988,0.7814462470770328,0.9858598461218548,0.984377596809041,0.9804459159720486,0.9788459405849222,0.9672131147540983,8.137484788894653,7.677462816238403,,
15,0.00016974562204525827,0.7795667210024839,0.9868163859430235,0.985873358816686,0.9795410405730423,0.9784932653779803,0.9672131147540983,8.223558902740479,7.766465187072754,,
16,0.00011437544784878523,0.7777110515178229,0.9869411520066542,0.9862057503739405,0.9812309534525115,0.979388060216971,0.9672131147540983,8.079945087432861,7.6028125286102295,,
17,6.966049315278797e-05,0.7750072727086366,0.9882719900187149,0.9862057503739405,0.9807178241709461,0.9767918400918288,0.9672131147540983,8.141257762908936,7.683950185775757,,
18,3.6820465358185854e-05,0.7719623861131413,0.9896028280307756,0.9868705334884494,0.9821262441159513,0.9778605593442992,0.9672131147540983,8.314395189285278,7.838369846343994,,
19,1.6751154815652454e-05,0.7720555471565848,0.9894780619671449,0.985873358816686,0.9815631495039843,0.9774089857980371,0.9672131147540983,8.198193073272705,7.722324371337891,,
20,1e-05,0.7719284064607627,0.9896028280307756,0.9863719461525677,0.981739150613691,0.9776753588627707,0.9672131147540983,8.7986900806427,7.884002923965454,0.9862057503739405,0.9817117542867351
